Grupo de Perfil;Cod. Setor;Descricao Setor;Codigo Cliente;Razao Social;Bairro;Ordem;Status do Cliente;Nome Fantasia;Frequencia Visita;Periodicidade;Proxima Visita;Visita Original;Inicio Visita;CNPJ;Inscricao Estadual;Cod. Estabelecimento;Nome Estabelecimento;Cod. Pagto;Descricao Pagto;Serasa;Observacao;Contato;CNPJ;Contato;CNPJ;Ordem por Historico;Dias Entrega;El Dorado;Endereço;Cidade;Cod. Segmento;Segmento
05;0303;PEDRO R                                           ;34.364;G. P. DE PAULA EMPORIO                  ;RESIDENCIAL JARDINS;099;A;EMP COND DAMHA 2    ;TER/                        ;Quinzenal ;29/04/2025;29/04/2025;01/10/2024;023634137000101;124.080.956.110   ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   TEOFILO GOURLART RIBEIRO      S/N   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;70.628;MINIMERCADO RIO PRETO LTDA              ;PARQUE CELESTE     ;099;A;SUP ECONOMICO       ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;048590865000181;124403996111      ;021;SUPERMERCADO ME;013;19 DIAS BOLETO R;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   CORONEL NECA MEDEIROS         547   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;31.408;JOTA SUPERMERCADOS COMERCIO VAREJISTA DE;JARDIM VISTA ALEGRE;001;A;EMPORIO JOTA        ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;26/02/2025;023258332000176;124079099110      ;021;SUPERMERCADO ME;013;19 DIAS BOLETO R;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  SEBASTIAO TAVARES DA SILVA    981   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;83.922;VALERIO FRIOS LTDA                      ;ELDORADO           ;001;A;FRIOS E CIA         ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;09/10/2024;005491791000385;150260016113      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   RACHID ABRAO ZAINUM           2820  ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;84.026;RR ESTEVES SUPERMERCADOS LTDA           ;ELDORADO           ;001;A;FAVER SUPERMERCADO  ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;27/11/2024;057677735000171;151220611118      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SANTA PAULA                   2204  ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ; 5.575;ANDORINHAS CONVENIENCIAS - RIO PRETO LTD;JARDIM SEYON       ;099;A;POSTO ANDORINNHA    ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;016734157000180;647624380114      ;098;LOJA DE CONVENI;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  DANILO GALEAZZI               1300  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ; 5.981;AUTO POSTO BEIRA DO RIO - RIO PRETO LTDA;JARDIM MUGNAINI    ;099;A;POSTO BEIRA RIO     ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;017559977000146;647645147111      ;110;POSTOS DE GASOL;029;15 DIAS BOLETO S;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;AV  DOUTOR ERNANI PIRES DOMINGUES 1810  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ;27.095;IRMAOS PORCINI RIO PRETO LTDA           ;VILA ANCHIETA      ;099;A;AUTO POSTO CRUZEIRO ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;003785430000154;647056407114      ;110;POSTOS DE GASOL;030;2 DIAS BOLETO S/;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JOSINA TEIXEIRA DE CARVALHO   127   ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ;28.479;R PORCINI e CIA LTDA.                   ;VILA ESPLANADA     ;099;A;AUTO POSTO SOL      ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;072847379000180;647229037110      ;110;POSTOS DE GASOL;030;2 DIAS BOLETO S/;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   OSWALDO ARANHA                1349  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ;31.363;MERCEARIA CONCEICAO RIO PRETO LTDA      ;JARDIM CONCEICAO   ;099;A;MERCEARIA CONCEICAO ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;035208889000181;124070960115      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ALEXANDRE TAMBURY             133   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0303;PEDRO R                                           ;31.770;MAIS MINI MERCADO LTDA                  ;VILA ANCHIETA      ;099;A;MAIS MINI MERCADO   ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;039237289000100;124162907117      ;021;SUPERMERCADO ME;013;19 DIAS BOLETO R;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JOSINA TEIXEIRA DE CARVALHO   1047  ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;33.680;EMPORIO GUARIBAS LTDA                   ;JARDIM NAZARETH    ;099;A;EMPORIO GUARIBAS    ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;031596209000193;647978369114      ;010;MINIMERCADO    ;030;2 DIAS BOLETO S/;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   CRISTOVAO COLOMBO             766   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;70.298;T S ALVARES COMERCIO DE AGUA E GAS LTDA ;VILA ANCHIETA      ;099;A;BETAO GAS E AGUA    ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;039324833000143;124164876112      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JOSINA TEIXEIRA DE CARVALHO   1066  ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;75.614;AUTO POSTO SALOME LTDA.                 ;VILA ANCHIETA      ;099;A;AUTO POSTO SALOME   ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;046589099000100;647058180111      ;110;POSTOS DE GASOL;008;7 DIAS BOLETO   ;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  PHILADELPHO MANOEL GOUVEIA NET2225  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ;98.360;BUTION SUPERMERCADO LTDA                ;VILA ZILDA         ;099;A;SUP SAO FRANCISCO   ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;10/05/2023;032598485000234;124166052118      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SAO JOAO                      1551  ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;99.124;J. LUIMAR SUPERMERCADO LTDA             ;VILA MACENO        ;099;A;SUP. LUIMAR         ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;025134557000146;647826452112      ;021;SUPERMERCADO ME;022;11 DIAS BOLETO R;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  DOUTOR FERNANDO COSTA         289   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;84.134;MERCEARIA SUPER POP FRATERNIDADE LTDA   ;RESIDENCIAL FRATERN;001;A;SUP POP FRATERNIDADE;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;30/01/2025;058799847000168;152267045116      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  CLEBER MIGUEL MELARA          816   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0303;PEDRO R                                           ;98.976;TS SUPERMERCADOS CEDRAL LTDA            ;CENTRO             ;001;A;REAL ATACADO        ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;021136506000100;262034790116      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  BRASIL                        507   ;CEDRAL                        ;21;SUB                                     
05;0303;PEDRO R                                           ;   511;CONVENIENCIA DOM PEDRO LTDA             ;JD.GALANTE         ;099;A;CONV DOM PEDRO      ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;008696571000114;262062864111      ;098;LOJA DE CONVENI;030;2 DIAS BOLETO S/;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ANTONIO DOS SANTOS GALANTE    1010  ;CEDRAL                        ;15;AS (1-4)                                
05;0303;PEDRO R                                           ; 7.271;K.G.M. CABRAL SUPERMERCADO LTDA         ;CENTRO (ENGENHEIRO ;099;A;SUP GUIMARAES       ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;023199237000149;647778927115      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DOUTOR ALBERTO ANDALO         1123  ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;27.815;T J MARINELLI                           ;CENTRO             ;099;A;MINI MERC AVENIDA   ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;007210315000102;262005008110      ;010;MINIMERCADO    ;030;2 DIAS BOLETO S/;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ANTONIO DOS SANTOS GALANTE    1100  ;CEDRAL                        ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;29.944;BARRIOS MINIMERCADO LTDA                ;CENTRO (ENGENHEIRO ;099;B;PRIMOS SUPERMERCADO ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;029884104000198;703033129110      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SAO JOSE                      343   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
